"url","id","name","shared_tickets","shared_comments","external_id","created_at","updated_at","domain_names","details","notes","group_id","tags","organization_fields","account_manager","converged_siem_customer","customer_success_manager","local_support_only","mssp","operations_monitoring","partner","paying_customer","saas_customer","sales_region","sap_customer","siem_node_range","support_contract_termination","support_type","tier","type","ueba_customer","_sales_region_"
"https://logpointsupport.zendesk.com/api/v2/organizations/360154567637.json","360154567637","1l0lfw56kubxa2","False","False",,"7/2/2019 7:09:32 AM","1/24/2023 3:57:18 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=False; paying_customer=False; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","False","False","False","0","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/360418672338.json","360418672338","2020 spaces","False","False",,"3/30/2021 5:09:14 PM","1/24/2023 4:15:24 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=False; paying_customer=True; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","False","True","False","0","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/11268702509.json","11268702509","21TORR Interactive GmbH","False","False",,"6/12/2017 12:42:20 PM","1/24/2023 4:16:29 PM","System.Object[]",,,,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=False; paying_customer=False; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","False","False","False","0","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/3571772699.json","3571772699","24 Solutions AB","True","True",,"5/10/2016 12:18:00 PM","1/24/2023 4:19:30 PM","System.Object[]","24solutions","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=False; paying_customer=True; saas_customer=False; sales_region=Nordics; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","False","True","False","Nordics","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/7441165713565.json","7441165713565","2WAY","True","False",,"10/27/2022 1:03:09 PM","1/24/2023 4:19:31 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=False; paying_customer=False; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","False","False","False","0","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/360141713898.json","360141713898","3R Technologie","True","True",,"4/18/2019 1:08:17 PM","1/24/2023 4:19:31 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=True; paying_customer=True; saas_customer=False; sales_region=S_EMEA; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","True","True","False","S_EMEA","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/4904228303517.json","4904228303517","3S SECURITE","False","False",,"4/19/2022 8:46:44 AM","1/24/2023 4:19:32 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=True; paying_customer=True; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","True","True","False","0","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/8832319434013.json","8832319434013","42digital","False","False",,"1/17/2023 6:21:59 PM","1/24/2023 4:19:32 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=True; paying_customer=False; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","True","False","False","0","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/360145289909.json","360145289909","4AC","False","False",,"3/27/2018 7:43:09 PM","1/24/2023 4:19:33 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=True; paying_customer=True; saas_customer=False; sales_region=rotw; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","True","True","False","rotw","False","0","0","standard_support_type","0","0","False","0"
"https://logpointsupport.zendesk.com/api/v2/organizations/360005000018.json","360005000018","4C Strategies AB","False","False",,"9/18/2018 7:27:44 AM","1/24/2023 4:19:33 PM","System.Object[]","","",,"System.Object[]","@{account_manager=; converged_siem_customer=False; customer_success_manager=; local_support_only=False; mssp=False; operations_monitoring=; partner=False; paying_customer=True; saas_customer=False; sales_region=; sap_customer=False; siem_node_range=; support_contract_termination=; support_type=standard_support_type; tier=; type=; ueba_customer=False; _sales_region_=}","0","False","0","False","False","0","False","True","False","0","False","0","0","standard_support_type","0","0","False","0"
